line,type,issue,detail
1176,normalize,date_normalized,"{""event_date"": ""2009-06-10T06:00:00Z""}"
1177,normalize,date_normalized,"{""event_date"": ""2009-07-29T06:00:00Z""}"
1178,normalize,date_normalized,"{""event_date"": ""2009-05-02T06:00:00Z""}"
1179,normalize,date_normalized,"{""event_date"": ""2010-11-22T07:00:00Z""}"
1180,normalize,date_normalized,"{""event_date"": ""2009-06-16T06:00:00Z""}"
1181,normalize,date_normalized,"{""event_date"": ""2010-03-03T07:00:00Z""}"
1182,normalize,date_normalized,"{""event_date"": ""2010-04-05T06:00:00Z""}"
1183,normalize,date_normalized,"{""event_date"": ""2010-03-29T06:00:00Z""}"
1184,normalize,date_normalized,"{""event_date"": ""2011-01-21T07:00:00Z""}"
1185,normalize,date_normalized,"{""event_date"": ""2010-03-05T07:00:00Z""}"
1186,normalize,date_normalized,"{""event_date"": ""2010-12-09T07:00:00Z""}"
1187,normalize,date_normalized,"{""event_date"": ""2010-04-28T06:00:00Z""}"
1188,normalize,date_normalized,"{""event_date"": ""2010-12-09T07:00:00Z""}"
1189,normalize,date_normalized,"{""event_date"": ""2010-03-29T06:00:00Z""}"
1190,normalize,date_normalized,"{""event_date"": ""2009-11-01T06:00:00Z""}"
1191,normalize,date_normalized,"{""event_date"": ""2009-06-10T06:00:00Z""}"
1192,normalize,date_normalized,"{""event_date"": ""2011-01-20T07:00:00Z""}"
1193,normalize,date_normalized,"{""event_date"": ""2013-02-21T07:00:00Z""}"
1194,normalize,date_normalized,"{""event_date"": ""2010-10-21T06:00:00Z""}"
1195,normalize,date_normalized,"{""event_date"": ""2010-12-01T07:00:00Z""}"
1196,normalize,date_normalized,"{""event_date"": ""2011-01-21T07:00:00Z""}"
1197,normalize,date_normalized,"{""event_date"": ""2010-04-28T06:00:00Z""}"
1198,normalize,date_normalized,"{""event_date"": ""2010-03-03T07:00:00Z""}"
1199,normalize,date_normalized,"{""event_date"": ""2010-11-17T07:00:00Z""}"
1200,normalize,date_normalized,"{""event_date"": ""2010-12-30T07:00:00Z""}"
1201,normalize,date_normalized,"{""event_date"": ""2010-03-29T06:00:00Z""}"
1202,normalize,date_normalized,"{""event_date"": ""2010-03-29T06:00:00Z""}"
1203,normalize,date_normalized,"{""event_date"": ""2010-03-03T07:00:00Z""}"
1204,normalize,date_normalized,"{""event_date"": ""2008-11-12T07:00:00Z""}"
1205,normalize,date_normalized,"{""event_date"": ""2010-03-29T06:00:00Z""}"
1206,normalize,date_normalized,"{""event_date"": ""2011-01-20T07:00:00Z""}"
1207,normalize,date_normalized,"{""event_date"": ""2011-02-17T07:00:00Z""}"
1208,normalize,date_normalized,"{""event_date"": ""2010-12-01T07:00:00Z""}"
1209,normalize,date_normalized,"{""event_date"": ""2011-02-17T07:00:00Z""}"
1210,normalize,date_normalized,"{""event_date"": ""2011-02-17T07:00:00Z""}"
1211,normalize,date_normalized,"{""event_date"": ""2012-05-08T06:00:00Z""}"
1212,normalize,date_normalized,"{""event_date"": ""2010-06-03T06:00:00Z""}"
1213,normalize,date_normalized,"{""event_date"": ""2010-03-03T07:00:00Z""}"
1214,normalize,date_normalized,"{""event_date"": ""2010-11-22T07:00:00Z""}"
1215,normalize,date_normalized,"{""event_date"": ""2011-06-20T06:00:00Z""}"
1216,normalize,date_normalized,"{""event_date"": ""2010-04-28T06:00:00Z""}"
1217,normalize,date_normalized,"{""event_date"": ""2010-12-09T07:00:00Z""}"
1218,normalize,date_normalized,"{""event_date"": ""2009-06-17T06:00:00Z""}"
1219,normalize,date_normalized,"{""event_date"": ""2010-03-03T07:00:00Z""}"
1220,normalize,date_normalized,"{""event_date"": ""2010-12-01T07:00:00Z""}"
1221,normalize,date_normalized,"{""event_date"": ""2009-08-10T06:00:00Z""}"
1222,normalize,date_normalized,"{""event_date"": ""2010-03-05T07:00:00Z""}"
1223,normalize,date_normalized,"{""event_date"": ""2010-03-29T06:00:00Z""}"
1224,normalize,date_normalized,"{""event_date"": ""2010-12-01T07:00:00Z""}"
1225,normalize,date_normalized,"{""event_date"": ""2010-12-01T07:00:00Z""}"
1226,normalize,date_normalized,"{""event_date"": ""2013-12-23T07:00:00Z""}"
1227,normalize,date_normalized,"{""event_date"": ""2011-03-01T07:00:00Z""}"
1228,normalize,date_normalized,"{""event_date"": ""2010-04-28T06:00:00Z""}"
1229,normalize,date_normalized,"{""event_date"": ""2010-03-29T06:00:00Z""}"
1230,normalize,date_normalized,"{""event_date"": ""2010-03-03T07:00:00Z""}"
1231,normalize,date_normalized,"{""event_date"": ""2009-07-10T06:00:00Z""}"
1232,normalize,date_normalized,"{""event_date"": ""2009-07-29T06:00:00Z""}"
1233,normalize,date_normalized,"{""event_date"": ""2010-04-28T06:00:00Z""}"
1234,normalize,date_normalized,"{""event_date"": ""2011-01-20T07:00:00Z""}"
1235,normalize,date_normalized,"{""event_date"": ""2010-03-03T07:00:00Z""}"
1236,normalize,date_normalized,"{""event_date"": ""2010-04-28T06:00:00Z""}"
1237,normalize,date_normalized,"{""event_date"": ""2009-07-21T06:00:00Z""}"
1238,normalize,date_normalized,"{""event_date"": ""2013-01-18T07:00:00Z""}"
1239,normalize,date_normalized,"{""event_date"": ""2010-03-03T07:00:00Z""}"
1240,normalize,date_normalized,"{""event_date"": ""2010-03-05T07:00:00Z""}"
1241,normalize,date_normalized,"{""event_date"": ""2009-07-29T06:00:00Z""}"
1242,normalize,date_normalized,"{""event_date"": ""2010-03-05T07:00:00Z""}"
1243,normalize,date_normalized,"{""event_date"": ""2009-07-29T06:00:00Z""}"
1244,normalize,date_normalized,"{""event_date"": ""2010-03-05T07:00:00Z""}"
1245,normalize,date_normalized,"{""event_date"": ""2009-06-17T06:00:00Z""}"
1246,normalize,date_normalized,"{""event_date"": ""2011-01-21T07:00:00Z""}"
1247,normalize,date_normalized,"{""event_date"": ""2009-06-17T06:00:00Z""}"
1248,normalize,date_normalized,"{""event_date"": ""2010-03-05T07:00:00Z""}"
1249,normalize,date_normalized,"{""event_date"": ""2009-09-08T06:00:00Z""}"
1250,normalize,date_normalized,"{""event_date"": ""2010-04-28T06:00:00Z""}"
1251,normalize,date_normalized,"{""event_date"": ""2010-04-28T06:00:00Z""}"
1252,normalize,date_normalized,"{""event_date"": ""2011-01-21T07:00:00Z""}"
1253,normalize,date_normalized,"{""event_date"": ""2009-08-12T06:00:00Z""}"
1254,normalize,date_normalized,"{""event_date"": ""2010-06-03T06:00:00Z""}"
1255,normalize,date_normalized,"{""event_date"": ""2010-11-22T07:00:00Z""}"
1256,normalize,date_normalized,"{""event_date"": ""2010-04-28T06:00:00Z""}"
1257,normalize,date_normalized,"{""event_date"": ""2010-12-01T07:00:00Z""}"
1258,normalize,date_normalized,"{""event_date"": ""2011-03-21T06:00:00Z""}"
1259,normalize,date_normalized,"{""event_date"": ""2010-03-29T06:00:00Z""}"
1260,normalize,date_normalized,"{""event_date"": ""2015-02-26T07:00:00Z""}"
1261,normalize,date_normalized,"{""event_date"": ""2009-06-10T06:00:00Z""}"
1262,normalize,date_normalized,"{""event_date"": ""2011-01-20T07:00:00Z""}"
1263,normalize,date_normalized,"{""event_date"": ""2010-04-28T06:00:00Z""}"
1264,normalize,date_normalized,"{""event_date"": ""2010-11-22T07:00:00Z""}"
1265,normalize,date_normalized,"{""event_date"": ""2010-12-30T07:00:00Z""}"
1266,normalize,date_normalized,"{""event_date"": ""2010-11-22T07:00:00Z""}"
1267,normalize,date_normalized,"{""event_date"": ""2010-12-01T07:00:00Z""}"
1268,normalize,date_normalized,"{""event_date"": ""2010-04-28T06:00:00Z""}"
1269,normalize,date_normalized,"{""event_date"": ""2010-12-01T07:00:00Z""}"
1270,normalize,date_normalized,"{""event_date"": ""2011-01-21T07:00:00Z""}"
1271,normalize,date_normalized,"{""event_date"": ""2010-05-24T06:00:00Z""}"
1272,normalize,date_normalized,"{""event_date"": ""2013-06-01T06:00:00Z""}"
1273,normalize,date_normalized,"{""event_date"": ""2013-05-20T06:00:00Z""}"
1274,normalize,date_normalized,"{""event_date"": ""2013-02-02T07:00:00Z""}"
1275,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
1276,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1277,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
1278,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1279,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1280,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1281,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
1282,normalize,date_normalized,"{""event_date"": ""2013-07-26T06:00:00Z""}"
1283,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1284,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1285,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
1286,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1287,normalize,date_normalized,"{""event_date"": ""2012-12-20T07:00:00Z""}"
1288,normalize,date_normalized,"{""event_date"": ""2012-02-02T07:00:00Z""}"
1289,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
1290,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1291,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1292,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1293,normalize,date_normalized,"{""event_date"": ""2009-07-03T06:00:00Z""}"
1294,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
1295,normalize,date_normalized,"{""event_date"": ""2012-09-26T06:00:00Z""}"
1296,normalize,date_normalized,"{""event_date"": ""2011-10-20T06:00:00Z""}"
1297,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1298,normalize,date_normalized,"{""event_date"": ""2012-07-05T06:00:00Z""}"
1299,normalize,date_normalized,"{""event_date"": ""2010-03-15T06:00:00Z""}"
1300,normalize,date_normalized,"{""event_date"": ""2012-02-18T07:00:00Z""}"
1301,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
1302,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1303,normalize,date_normalized,"{""event_date"": ""2013-02-21T07:00:00Z""}"
1304,normalize,date_normalized,"{""event_date"": ""2012-02-17T07:00:00Z""}"
1305,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1306,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1307,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1308,normalize,date_normalized,"{""event_date"": ""2010-03-15T06:00:00Z""}"
1309,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1310,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1311,normalize,date_normalized,"{""event_date"": ""2013-05-20T06:00:00Z""}"
1312,normalize,date_normalized,"{""event_date"": ""2012-11-23T07:00:00Z""}"
1313,normalize,date_normalized,"{""event_date"": ""2010-04-12T06:00:00Z""}"
1314,normalize,date_normalized,"{""event_date"": ""2013-05-15T06:00:00Z""}"
1315,normalize,date_normalized,"{""event_date"": ""2012-03-02T07:00:00Z""}"
1316,normalize,date_normalized,"{""event_date"": ""2013-08-12T06:00:00Z""}"
1317,normalize,date_normalized,"{""event_date"": ""2013-08-19T06:00:00Z""}"
1318,normalize,date_normalized,"{""event_date"": ""2013-08-19T06:00:00Z""}"
1319,normalize,date_normalized,"{""event_date"": ""2013-04-13T06:00:00Z""}"
1320,normalize,date_normalized,"{""event_date"": ""2013-08-19T06:00:00Z""}"
1321,normalize,date_normalized,"{""event_date"": ""2013-08-19T06:00:00Z""}"
1322,normalize,date_normalized,"{""event_date"": ""2013-08-19T06:00:00Z""}"
1323,normalize,date_normalized,"{""event_date"": ""2013-08-19T06:00:00Z""}"
1324,normalize,date_normalized,"{""event_date"": ""2013-06-22T06:00:00Z""}"
1325,normalize,date_normalized,"{""event_date"": ""2013-08-19T06:00:00Z""}"
1326,normalize,date_normalized,"{""event_date"": ""2013-09-13T06:00:00Z""}"
1327,normalize,date_normalized,"{""event_date"": ""2011-12-14T07:00:00Z""}"
1328,normalize,date_normalized,"{""event_date"": ""2011-04-26T06:00:00Z""}"
1329,normalize,date_normalized,"{""event_date"": ""2011-12-08T07:00:00Z""}"
1330,normalize,date_normalized,"{""event_date"": ""2011-12-08T07:00:00Z""}"
1331,normalize,date_normalized,"{""event_date"": ""2013-09-10T06:00:00Z""}"
1332,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
1333,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1334,normalize,date_normalized,"{""event_date"": ""2009-12-04T07:00:00Z""}"
1335,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
1336,normalize,date_normalized,"{""event_date"": ""2011-12-15T07:00:00Z""}"
1337,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
1338,normalize,date_normalized,"{""event_date"": ""2015-09-05T06:00:00Z""}"
1339,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
1340,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1341,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
1342,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
1343,normalize,date_normalized,"{""event_date"": ""2013-08-23T06:00:00Z""}"
1344,normalize,date_normalized,"{""event_date"": ""2010-02-15T07:00:00Z""}"
1345,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1346,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
1347,normalize,date_normalized,"{""event_date"": ""2013-07-16T06:00:00Z""}"
1348,normalize,date_normalized,"{""event_date"": ""2009-04-23T06:00:00Z""}"
1349,normalize,date_normalized,"{""event_date"": ""2008-12-17T07:00:00Z""}"
1350,normalize,date_normalized,"{""event_date"": ""2010-07-01T06:00:00Z""}"
1351,normalize,date_normalized,"{""event_date"": ""2008-04-13T06:00:00Z""}"
1352,normalize,date_normalized,"{""event_date"": ""2010-07-01T06:00:00Z""}"
1353,normalize,date_normalized,"{""event_date"": ""2011-12-01T07:00:00Z""}"
1354,normalize,date_normalized,"{""event_date"": ""2008-01-22T07:00:00Z""}"
1355,normalize,date_normalized,"{""event_date"": ""2013-03-27T06:00:00Z""}"
1356,normalize,date_normalized,"{""event_date"": ""2012-12-20T07:00:00Z""}"
1357,normalize,date_normalized,"{""event_date"": ""2012-07-20T06:00:00Z""}"
1358,normalize,date_normalized,"{""event_date"": ""2010-09-28T06:00:00Z""}"
1359,normalize,date_normalized,"{""event_date"": ""2012-07-20T06:00:00Z""}"
1360,normalize,date_normalized,"{""event_date"": ""2013-02-20T07:00:00Z""}"
1361,normalize,date_normalized,"{""event_date"": ""2012-07-11T06:00:00Z""}"
1362,normalize,date_normalized,"{""event_date"": ""2012-07-11T06:00:00Z""}"
1363,normalize,date_normalized,"{""event_date"": ""2012-11-11T07:00:00Z""}"
1364,normalize,date_normalized,"{""event_date"": ""2012-07-11T06:00:00Z""}"
1365,normalize,date_normalized,"{""event_date"": ""2012-07-20T06:00:00Z""}"
1366,normalize,date_normalized,"{""event_date"": ""2018-04-14T06:00:00Z""}"
1367,normalize,date_normalized,"{""event_date"": ""2013-01-04T07:00:00Z""}"
1368,normalize,date_normalized,"{""event_date"": ""2013-03-17T06:00:00Z""}"
1369,normalize,date_normalized,"{""event_date"": ""2013-07-31T06:00:00Z""}"
1370,normalize,date_normalized,"{""event_date"": ""2014-09-26T06:00:00Z""}"
1371,normalize,date_normalized,"{""event_date"": ""2009-11-26T07:00:00Z""}"
1372,normalize,date_normalized,"{""event_date"": ""2018-04-14T06:00:00Z""}"
1373,normalize,date_normalized,"{""event_date"": ""2009-11-26T07:00:00Z""}"
1374,normalize,date_normalized,"{""event_date"": ""2009-11-26T07:00:00Z""}"
1375,normalize,date_normalized,"{""event_date"": ""2013-01-14T07:00:00Z""}"
1376,normalize,date_normalized,"{""event_date"": ""2018-04-14T06:00:00Z""}"
1377,normalize,date_normalized,"{""event_date"": ""2013-01-24T07:00:00Z""}"
1378,normalize,date_normalized,"{""event_date"": ""2013-01-24T07:00:00Z""}"
1379,normalize,date_normalized,"{""event_date"": ""2013-06-21T06:00:00Z""}"
1380,normalize,date_normalized,"{""event_date"": ""2018-04-14T06:00:00Z""}"
1381,normalize,date_normalized,"{""event_date"": ""2013-06-23T06:00:00Z""}"
1382,normalize,date_normalized,"{""event_date"": ""2010-10-18T06:00:00Z""}"
1383,normalize,date_normalized,"{""event_date"": ""2012-12-31T07:00:00Z""}"
1384,normalize,date_normalized,"{""event_date"": ""2013-08-02T06:00:00Z""}"
1385,normalize,date_normalized,"{""event_date"": ""2013-02-27T07:00:00Z""}"
1386,normalize,date_normalized,"{""event_date"": ""2012-07-20T06:00:00Z""}"
1387,normalize,date_normalized,"{""event_date"": ""2010-04-16T06:00:00Z""}"
1388,normalize,date_normalized,"{""event_date"": ""2009-12-05T07:00:00Z""}"
1389,normalize,date_normalized,"{""event_date"": ""2009-12-05T07:00:00Z""}"
1390,normalize,date_normalized,"{""event_date"": ""2013-03-14T06:00:00Z""}"
1391,normalize,date_normalized,"{""event_date"": ""2011-11-11T07:00:00Z""}"
1392,normalize,date_normalized,"{""event_date"": ""2012-07-19T06:00:00Z""}"
1393,normalize,date_normalized,"{""event_date"": ""2012-10-25T06:00:00Z""}"
1394,normalize,date_normalized,"{""event_date"": ""2011-02-08T07:00:00Z""}"
1395,normalize,date_normalized,"{""event_date"": ""2010-07-26T06:00:00Z""}"
1396,normalize,date_normalized,"{""event_date"": ""2010-04-08T06:00:00Z""}"
1397,normalize,date_normalized,"{""event_date"": ""2012-07-19T06:00:00Z""}"
1398,normalize,date_normalized,"{""event_date"": ""2012-07-18T06:00:00Z""}"
1399,normalize,date_normalized,"{""event_date"": ""2014-11-11T07:00:00Z""}"
1400,normalize,date_normalized,"{""event_date"": ""2013-03-12T06:00:00Z""}"
1401,normalize,date_normalized,"{""event_date"": ""2018-04-14T06:00:00Z""}"
1402,normalize,date_normalized,"{""event_date"": ""2013-01-28T07:00:00Z""}"
1403,normalize,date_normalized,"{""event_date"": ""2010-03-04T07:00:00Z""}"
1404,normalize,date_normalized,"{""event_date"": ""2013-03-20T06:00:00Z""}"
1405,normalize,date_normalized,"{""event_date"": ""2012-06-09T06:00:00Z""}"
1406,normalize,date_normalized,"{""event_date"": ""2013-03-13T06:00:00Z""}"
1407,normalize,date_normalized,"{""event_date"": ""2012-03-29T06:00:00Z""}"
1408,normalize,date_normalized,"{""event_date"": ""2018-04-14T06:00:00Z""}"
1409,normalize,date_normalized,"{""event_date"": ""2012-11-26T07:00:00Z""}"
1410,normalize,date_normalized,"{""event_date"": ""2015-01-20T07:00:00Z""}"
1411,normalize,date_normalized,"{""event_date"": ""2013-03-28T06:00:00Z""}"
1412,normalize,date_normalized,"{""event_date"": ""2013-04-01T06:00:00Z""}"
1413,normalize,date_normalized,"{""event_date"": ""2013-05-13T06:00:00Z""}"
1414,normalize,date_normalized,"{""event_date"": ""2008-04-14T06:00:00Z""}"
1415,normalize,date_normalized,"{""event_date"": ""2011-11-21T07:00:00Z""}"
1416,normalize,date_normalized,"{""event_date"": ""2011-06-10T06:00:00Z""}"
1417,normalize,date_normalized,"{""event_date"": ""2018-04-14T06:00:00Z""}"
